timestamp_desired_position_mm;desired_position_mm;error_mm;position_mm;speed_rpm
1684270740083;20;-105.49037864680324;125.46865301055246;108.25635103926096
1684270740087;20;-105.49037864680324;125.46865301055246;108.25635103926096
1684270740091;20;-105.49037864680324;125.46865301055246;103.36273428886439
1684270740094;20;-105.49037864680324;125.46865301055246;103.36273428886439
1684270740098;20;-104.72687771570453;124.70515207945375;103.36273428886439
1684270740102;20;-104.72687771570453;124.70515207945375;98.99683210137276
1684270740106;20;-104.72687771570453;124.70515207945375;98.99683210137276
1684270740110;20;-104.72687771570453;124.70515207945375;103.36273428886439
1684270740114;20;-104.72687771570453;124.70515207945375;103.36273428886439
1684270740118;20;-104.72687771570453;124.70515207945375;108.75870069605568
1684270740122;20;-104.72687771570453;123.94165114835506;108.75870069605568
1684270740126;20;-103.96337678460584;123.94165114835506;108.75870069605568
1684270740130;20;-103.96337678460584;123.94165114835506;104.16666666666667
1684270740134;20;-103.96337678460584;123.94165114835506;104.16666666666667
1684270740140;20;-103.96337678460584;123.94165114835506;104.63169642857143
1684270740143;20;-103.96337678460584;123.94165114835506;104.63169642857143
1684270740147;20;-103.96337678460584;123.30540037243948;103.47682119205298
1684270740151;20;-103.32712600869026;123.30540037243948;103.47682119205298
1684270740155;20;-103.32712600869026;123.30540037243948;109.77751756440281
1684270740159;20;-103.32712600869026;123.30540037243948;109.77751756440281
1684270740163;20;-103.32712600869026;123.30540037243948;103.59116022099448
1684270740166;20;-103.32712600869026;123.30540037243948;103.59116022099448
1684270740170;20;-103.32712600869026;123.30540037243948;103.59116022099448
1684270740174;20;-102.56362507759157;122.54189944134079;101.02370689655173
1684270740178;20;-102.56362507759157;122.54189944134079;101.02370689655173
1684270740182;20;-102.56362507759157;122.54189944134079;104.98320268756999
1684270740185;20;-102.56362507759157;122.54189944134079;104.98320268756999
1684270740189;20;-102.56362507759157;122.54189944134079;106.77676537585421
1684270740193;20;-102.56362507759157;122.54189944134079;106.77676537585421
1684270740198;20;-101.92737430167598;121.9056486654252;106.89851767388825
1684270740204;20;-101.92737430167598;121.9056486654252;106.89851767388825
1684270740208;20;-101.92737430167598;121.9056486654252;100.37473233404711
1684270740212;20;-101.92737430167598;121.9056486654252;100.37473233404711
1684270740216;20;-101.92737430167598;121.9056486654252;106.41316685584563
1684270740220;20;-101.92737430167598;121.9056486654252;106.41316685584563
1684270740224;20;-101.16387337057728;121.14214773432651;106.41316685584563
1684270740228;20;-101.16387337057728;121.14214773432651;102.68346111719606
1684270740232;20;-101.16387337057728;121.14214773432651;102.68346111719606
1684270740236;20;-101.16387337057728;121.14214773432651;102.3471615720524
1684270740239;20;-101.16387337057728;121.14214773432651;102.3471615720524
1684270740243;20;-101.16387337057728;121.14214773432651;101.90217391304348
1684270740247;20;-100.40038460104603;120.37864680322781;101.90217391304348
1684270740251;20;-100.40037243947859;120.37864680322781;101.90217391304348
1684270740255;20;-100.40037243947859;120.37864680322781;100.91496232508074
1684270740259;20;-100.40037243947859;120.37864680322781;100.91496232508074
1684270740264;20;-100.40037243947859;120.37864680322781;104.05105438401776
1684270740268;20;-100.40037243947859;120.37864680322781;104.05105438401776
1684270740272;20;-99.764121663563;119.74239602731224;101.35135135135135
1684270740276;20;-99.764121663563;119.74239602731224;101.35135135135135
1684270740280;20;-99.764121663563;119.74239602731224;102.01305767138194
1684270740284;20;-99.764121663563;119.74239602731224;102.01305767138194
1684270740288;20;-99.764121663563;119.74239602731224;102.01305767138194
1684270740292;20;-99.764121663563;119.74239602731224;104.86577181208054
1684270740295;20;-99.764121663563;119.74239602731224;104.86577181208054
1684270740299;20;-99.12787088764743;119.10614525139665;104.98320268756999
1684270740303;20;-99.12787088764743;119.10614525139665;104.98320268756999
1684270740307;20;-99.12787088764743;119.10614525139665;107.2654462242563
1684270740311;20;-99.12787088764743;119.10614525139665;107.2654462242563
1684270740314;20;-99.12787088764743;119.10614525139665;107.2654462242563
1684270740318;20;-99.12787088764743;119.10614525139665;104.63169642857143
1684270740323;20;-98.36436995654873;118.34264432029795;104.63169642857143
1684270740328;20;-98.36436995654873;118.34264432029795;107.38831615120274
1684270740332;20;-98.36436995654873;118.34264432029795;107.38831615120274
1684270740335;20;-98.36436995654873;118.34264432029795;106.29251700680273
1684270740339;20;-98.36436995654873;118.34264432029795;106.29251700680273
1684270740343;20;-98.36436995654873;118.34264432029795;106.17214043035108
1684270740346;20;-98.36436995654873;117.57914338919926;106.17214043035108
1684270740350;20;-97.60086902545004;117.57914338919926;106.17214043035108
1684270740354;20;-97.60086902545004;117.57914338919926;103.13531353135313
1684270740358;20;-97.60086902545004;117.57914338919926;103.13531353135313
1684270740362;20;-97.60086902545004;117.57914338919926;105.9322033898305
1684270740366;20;-97.60086902545004;117.57914338919926;105.9322033898305
1684270740370;20;-97.60086902545004;117.57914338919926;108.75870069605568
1684270740374;20;-96.96461824953445;116.94289261328368;108.75870069605568
1684270740378;20;-96.96461824953445;116.94289261328368;107.63490241102181
1684270740381;20;-96.96461824953445;116.94289261328368;107.63490241102181
