timestamp_desired_position_mm;desired_position_mm;error_mm;position_mm;speed_rpm
1684191638722;20;0;0;13.309199318568995
1684191638728;20;0;0;13.309199318568995
1684191638733;20;0;0;13.309199318568995
1684191638738;20;0;0;13.309199318568995
1684191638744;20;0;0;13.309199318568995
1684191638748;20;0;0;13.309199318568995
1684191638754;20;0;0;13.309199318568995
1684191638759;20;0;0;13.309199318568995
1684191638764;20;0;0;13.309199318568995
1684191638770;20;0;0;13.309199318568995
1684191638775;20;0;0;13.309199318568995
1684191638778;20;0;0;13.309199318568995
1684191638782;20;0;0;13.309199318568995
1684191638787;20;0;0;13.309199318568995
1684191638791;20;0;0;13.309199318568995
1684191638794;20;0;0;13.309199318568995
1684191638798;20;0;0;13.309199318568995
1684191638802;20;0;0;13.309199318568995
1684191638807;20;0;0;13.309199318568995
1684191638811;20;0;0;13.309199318568995
1684191638814;20;0;0;13.309199318568995
1684191638819;20;0;0;13.309199318568995
1684191638828;20;0;0;13.309199318568995
1684191638841;20;0;0;13.309199318568995
1684191638845;20;0;0;13.309199318568995
1684191638850;20;0;0;13.309199318568995
1684191638854;20;0;0;13.309199318568995
1684191638859;20;0;0;13.309199318568995
1684191638863;20;0;0;13.309199318568995
1684191638866;20;0;0;13.309199318568995
1684191638874;20;0;0;13.309199318568995
1684191638881;20;0;0;13.309199318568995
1684191638886;20;0;0;13.309199318568995
1684191638891;20;0;0;13.309199318568995
1684191638895;20;0;0;13.309199318568995
1684191638899;20;0;0;13.309199318568995
1684191638904;20;0;0;13.309199318568995
1684191638908;20;0;0;13.309199318568995
1684191638912;20;0;0;13.309199318568995
1684191638916;20;0;0;13.309199318568995
1684191638920;20;0;0;13.309199318568995
1684191638924;20;0;0;13.309199318568995
1684191638928;20;0;0;13.309199318568995
1684191638932;20;0;0;13.309199318568995
1684191638937;20;0;0;13.309199318568995
1684191638941;20;0;0;13.309199318568995
1684191638945;20;0;0;13.309199318568995
1684191638950;20;0;0;13.309199318568995
1684191638954;20;0;0;13.309199318568995
1684191638958;20;0;0;13.309199318568995
1684191638962;20;0;0;13.309199318568995
1684191638966;20;0;0;13.309199318568995
1684191638971;20;0;0;13.309199318568995
1684191638974;20;0;0;13.309199318568995
1684191638978;20;0;0;13.309199318568995
1684191638982;20;0;0;13.309199318568995
1684191638987;20;0;0;13.309199318568995
1684191638991;20;0;0;13.309199318568995
1684191638997;20;0;0;13.309199318568995
1684191639001;20;0;0;13.309199318568995
1684191639006;20;0;0;13.309199318568995
1684191639010;20;0;0;13.309199318568995
1684191639014;20;0;0;13.309199318568995
1684191639018;20;0;0;13.309199318568995
1684191639022;20;0;0;13.309199318568995
1684191639026;20;0;0;13.309199318568995
1684191639030;20;0;0;13.309199318568995
1684191639034;20;0;0;13.309199318568995
1684191639039;20;0;0;13.309199318568995
1684191639043;20;0;0;13.309199318568995
1684191639047;20;0;0;13.309199318568995
1684191639052;20;0;0;13.309199318568995
1684191639057;20;0;0;13.309199318568995
1684191639061;20;0;0;13.309199318568995
1684191639066;20;0;0;13.309199318568995
1684191639071;20;0;0;13.309199318568995
1684191639075;20;0;0;13.309199318568995
1684191639080;20;0;0;13.309199318568995
1684191639084;20;0;0;13.309199318568995
1684191639088;20;0;0;13.309199318568995
1684191639093;20;0;0;13.309199318568995
1684191639097;20;0;0;13.309199318568995
1684191639101;20;0;0;13.309199318568995
1684191639106;20;0;0;13.309199318568995
1684191639110;20;0;0;13.309199318568995
1684191639120;20;0;0;13.309199318568995
1684191639125;20;0;0;13.309199318568995
1684191639129;20;0;0;13.309199318568995
1684191639134;20;0;0;13.309199318568995
1684191639138;20;0;0;13.309199318568995
1684191639143;20;0;0;13.309199318568995
1684191639147;20;0;0;13.309199318568995
1684191639152;20;0;0;13.309199318568995
1684191639157;20;0;0;13.309199318568995
1684191639161;20;0;0;13.309199318568995
1684191639165;20;0;0;13.309199318568995
1684191639169;20;0;0;13.309199318568995
1684191639173;20;0;0;13.309199318568995
1684191639178;20;0;0;13.309199318568995
1684191639182;20;0;0;13.309199318568995
1684191639186;20;0;0;13.309199318568995
1684191639190;20;0;0;13.309199318568995
1684191639194;20;0;0;13.309199318568995
1684191639198;20;0;0;13.309199318568995
1684191639202;20;0;0;13.309199318568995
1684191639206;20;0;0;13.309199318568995
1684191639209;20;0;0;13.309199318568995
1684191639213;20;0;0;13.309199318568995
1684191639219;20;0;0;13.309199318568995
1684191639225;20;0;0;13.309199318568995
1684191639229;20;0;0;13.309199318568995
1684191639233;20;0;0;13.309199318568995
1684191639237;20;0;0;13.309199318568995
1684191639242;20;0;0;13.309199318568995
1684191639246;20;0;0;13.309199318568995
1684191639250;20;0;0;13.309199318568995
1684191639254;20;0;0;13.309199318568995
1684191639258;20;0;0;13.309199318568995
1684191639262;20;0;0;13.309199318568995
1684191639266;20;0;0;13.309199318568995
1684191639269;20;0;0;13.309199318568995
1684191639273;20;0;0;13.309199318568995
1684191639277;20;0;0;13.309199318568995
1684191639280;20;0;0;13.309199318568995
1684191639284;20;0;0;13.309199318568995
1684191639288;20;0;0;13.309199318568995
1684191639292;20;0;0;13.309199318568995
1684191639296;20;0;0;13.309199318568995
1684191639300;20;0;0;13.309199318568995
1684191639303;20;0;0;13.309199318568995
1684191639307;20;0;0;13.309199318568995
1684191639312;20;0;0;13.309199318568995
1684191639318;20;0;0;13.309199318568995
1684191639323;20;0;0;13.309199318568995
1684191639327;20;0;0;13.309199318568995
1684191639331;20;0;0;13.309199318568995
1684191639334;20;0;0;13.309199318568995
1684191639339;20;0;0;13.309199318568995
1684191639343;20;0;0;13.309199318568995
1684191639347;20;0;0;13.309199318568995
1684191639351;20;0;0;13.309199318568995
1684191639355;20;0;0;13.309199318568995
1684191639358;20;0;0;13.309199318568995
1684191639362;20;0;0;13.309199318568995
1684191639366;20;0;0;13.309199318568995
1684191639369;20;0;0;13.309199318568995
1684191639373;20;0;0;13.309199318568995
1684191639377;20;0;0;13.309199318568995
1684191639380;20;-130.5586592178771;150.53693358162633;13.309199318568995
1684191639384;20;-130.5586592178771;150.53693358162633;13.309199318568995
1684191639387;20;-130.5586592178771;150.53693358162633;13.309199318568995
1684191639391;20;-130.5586592178771;150.53693358162633;13.309199318568995
1684191639395;20;-130.5586592178771;150.53693358162633;13.309199318568995
1684191639398;20;-130.5586592178771;150.53693358162633;13.309199318568995
1684191639404;20;-130.5586592178771;150.53693358162633;13.309199318568995
1684191639410;20;-130.5586592178771;150.53693358162633;13.309199318568995
1684191639414;20;-130.5586592178771;150.53693358162633;1.547514897410079
1684191639418;20;-130.5586592178771;150.53693358162633;1.547514897410079
1684191639422;20;-130.5586592178771;150.53693358162633;1.547514897410079
1684191639425;20;-130.5586592178771;150.53693358162633;1.547514897410079
1684191639429;20;-130.5586592178771;150.53693358162633;73.64493322859387
1684191639432;20;-130.04965859714463;150.02793296089385;73.64493322859387
1684191639437;20;-130.04965859714463;150.02793296089385;73.64493322859387
1684191639440;20;-130.04965859714463;150.02793296089385;86.32596685082873
1684191639444;20;-130.04965859714463;150.02793296089385;86.32596685082873
1684191639447;20;-130.04965859714463;150.02793296089385;96.35149023638232
1684191639451;20;-130.04965859714463;150.02793296089385;96.35149023638232
1684191639455;20;-130.04965859714463;150.02793296089385;96.35149023638232
1684191639458;20;-130.04965859714463;150.02793296089385;97.65625
1684191639462;20;-130.04965859714463;150.02793296089385;97.65625
1684191639465;20;-130.04965859714463;150.02793296089385;100.590087890625
1684191639469;20;-130.04965859714463;150.02793296089385;100.5901287553648
1684191639473;20;-130.04965859714463;150.02793296089385;100.5901287553648
1684191639476;20;-130.04965859714463;150.02793296089385;102.45901639344262
1684191639480;20;-128.64990689013035;148.62818125387957;102.45901639344262
1684191639484;20;-128.64990689013035;148.62818125387957;105.81264108352144
1684191639488;20;-128.64990689013035;148.62818125387957;105.81264108352144
1684191639491;20;-128.64990689013035;148.62818125387957;105.81264108352144
1684191639497;20;-128.64990689013035;148.62818125387957;104.63169642857143
1684191639504;20;-128.64990689013035;148.62818125387957;99.73404255319149
1684191639508;20;-128.64990689013035;148.62818125387957;99.73404255319149
1684191639512;20;-128.64990689013035;148.62818125387957;105.21885521885523
1684191639515;20;-128.64990689013035;148.62818125387957;105.21885521885523
1684191639519;20;-128.64990689013035;148.62818125387957;105.21885521885523
1684191639523;20;-128.64990689013035;148.62818125387957;106.65529010238907
1684191639526;20;-128.64990689013035;148.62818125387957;106.65529010238907
1684191639530;20;-128.64990689013035;147.2284295468653;109.52102803738318
1684191639533;20;-127.25015518311608;147.2284295468653;109.52102803738318
1684191639537;20;-127.25015518311608;147.2284295468653;101.90217391304348
1684191639541;20;-127.25015518311608;147.2284295468653;101.90217391304348
1684191639545;20;-127.25015518311608;147.2284295468653;101.90217391304348
1684191639548;20;-127.25015518311608;147.2284295468653;102.5711159737418
1684191639552;20;-127.25015518311608;147.2284295468653;102.5711159737418
1684191639556;20;-127.25015518311608;147.2284295468653;105.9322033898305
1684191639560;20;-127.25015518311608;147.2284295468653;105.9322033898305
1684191639564;20;-127.25015518311608;147.2284295468653;107.38831615120274
1684191639568;20;-127.25015518311608;147.2284295468653;107.38831615120274
1684191639571;20;-127.25015518311608;147.2284295468653;107.38831615120274
1684191639575;20;-127.25015518311608;147.2284295468653;102.12418300653594
1684191639579;20;-127.25015518311608;147.2284295468653;102.12418300653594
1684191639582;20;-125.8504034761018;145.82867783985103;104.05105438401776
1684191639588;20;-125.8504034761018;145.82867783985103;104.05105438401776
1684191639594;20;-125.8504034761018;145.82867783985103;109.26573426573427
1684191639598;20;-125.8504034761018;145.82867783985103;109.26573426573427
1684191639601;20;-125.8504034761018;145.82867783985103;104.2825361512792
1684191639606;20;-125.8504034761018;145.82867783985103;104.2825361512792
1684191639609;20;-125.8504034761018;145.82867783985103;99.84025559105432
1684191639613;20;-125.8504034761018;145.82867783985103;99.84025559105432
1684191639617;20;-125.8504034761018;145.82867783985103;99.84025559105432
1684191639621;20;-125.8504034761018;145.82867783985103;104.05105438401776
1684191639624;20;-125.8504034761018;145.82867783985103;104.05105438401776
1684191639628;20;-125.8504034761018;145.82867783985103;106.65529010238907
1684191639631;20;-124.45065176908753;144.42892613283675;106.65529010238907
1684191639635;20;-124.45065176908753;144.42892613283675;106.65529010238907
1684191639639;20;-124.45065176908753;144.42892613283675;99.41675503711559
1684191639642;20;-124.45065176908753;144.42892613283675;99.41675503711559
1684191639646;20;-124.45065176908753;144.42892613283675;96.45061728395062
1684191639649;20;-124.45065176908753;144.42892613283675;96.45061728395062
1684191639653;20;-124.45065176908753;144.42892613283675;96.45061728395062
1684191639658;20;-124.45065176908753;144.42892613283675;103.36273428886439
1684191639661;20;-124.45065176908753;144.42892613283675;103.36273428886439
1684191639665;20;-124.45065176908753;144.42892613283675;104.98320268756999
1684191639669;20;-124.45065176908753;144.42892613283675;104.98320268756999
1684191639672;20;-124.45065176908753;144.42892613283675;104.98320268756999
1684191639677;20;-124.45065176908753;144.42892613283675;104.98320268756999
1684191639683;20;-123.05090006207325;143.02917442582248;99.73404255319149
1684191639687;20;-123.05090006207325;143.02917442582248;99.73404255319149
1684191639690;20;-123.05090006207325;143.02917442582248;99.73404255319149
1684191639694;20;-123.05090006207325;143.02917442582248;106.29251700680273
1684191639697;20;-123.05090006207325;143.02917442582248;106.29251700680273
1684191639701;20;-123.05090006207325;143.02917442582248;107.63490241102181
1684191639705;20;-123.05090006207325;143.02917442582248;107.63490241102181
1684191639708;20;-123.05090006207325;143.02917442582248;104.51505016722408
1684191639712;20;-123.05090006207325;143.02917442582248;104.51505016722408
1684191639716;20;-123.05090006207325;143.02917442582248;104.51505016722408
1684191639720;20;-123.05090006207325;143.02917442582248;102.01305767138194
1684191639723;20;-123.05090006207325;143.02917442582248;102.01305767138194
1684191639727;20;-123.05090006207325;143.02917442582248;109.13853317811409
1684191639730;20;-121.65114835505898;141.6294227188082;109.13853317811409
1684191639734;20;-121.65114835505898;141.6294227188082;109.13853317811409
1684191639737;20;-121.65114835505898;141.6294227188082;111.474435196195
1684191639741;20;-121.65114835505898;141.6294227188082;111.474435196195
1684191639744;20;-121.65114835505898;141.6294227188082;107.02054794520548
1684191639749;20;-121.65114835505898;141.6294227188082;107.02054794520548
1684191639753;20;-121.65114835505898;141.6294227188082;102.79605263157895
1684191639757;20;-121.65114835505898;141.6294227188082;102.79605263157895
1684191639761;20;-121.65114835505898;141.6294227188082;102.79605263157895
1684191639765;20;-121.65114835505898;141.6294227188082;106.41316685584563
1684191639772;20;-121.65114835505898;141.6294227188082;109.52102803738318
1684191639778;20;-121.65114835505898;141.6294227188082;109.52102803738318
1684191639782;20;-120.2513966480447;140.22967101179393;104.39866369710468
1684191639786;20;-120.2513966480447;140.22967101179393;104.39866369710468
1684191639790;20;-120.2513966480447;140.22967101179393;104.63169642857143
1684191639793;20;-120.2513966480447;140.22967101179393;104.63169642857143
1684191639797;20;-120.2513966480447;140.22967101179393;104.05105438401776
1684191639801;20;-120.2513966480447;140.22967101179393;104.05105438401776
1684191639805;20;-120.2513966480447;140.22967101179393;104.05105438401776
1684191639808;20;-120.2513966480447;140.22967101179393;103.02197802197803
1684191639812;20;-120.2513966480447;140.22967101179393;103.02197802197803
1684191639815;20;-120.2513966480447;140.22967101179393;101.7915309446254
1684191639819;20;-120.2513966480447;140.22967101179393;101.7915309446254
1684191639823;20;-120.2513966480447;140.22967101179393;101.7915309446254
1684191639826;20;-120.2513966480447;140.22967101179393;99.52229299363057
1684191639830;20;-118.72439478584731;138.70266914959652;99.52229299363057
1684191639833;20;-118.72439478584731;138.70266914959652;104.63169642857143
1684191639838;20;-118.72439478584731;138.70266914959652;104.63169642857143
1684191639841;20;-118.72439478584731;138.70266914959652;104.63169642857143
1684191639844;20;-118.72439478584731;138.70266914959652;110.81560283687944
1684191639848;20;-118.72439478584731;138.70266914959652;110.81560283687944
1684191639851;20;-118.72439478584731;138.70266914959652;106.17214043035108
1684191639856;20;-118.72439478584731;138.70266914959652;106.17214043035108
1684191639860;20;-118.72439478584731;138.70266914959652;101.46103896103897
1684191639867;20;-118.72439478584731;138.70266914959652;101.46103896103897
1684191639871;20;-118.72439478584731;138.70266914959652;104.05105438401776
1684191639875;20;-118.72439478584731;138.70266914959652;104.05105438401776
1684191639879;20;-117.32464307883302;137.30291744258224;105.57432432432432
1684191639882;20;-117.32464307883302;137.30291744258224;105.57432432432432
1684191639886;20;-117.32464307883302;137.30291744258224;105.57432432432432
1684191639890;20;-117.32464307883302;137.30291744258224;103.02197802197803
1684191639893;20;-117.32464307883302;137.30291744258224;103.02197802197803
1684191639897;20;-117.32464307883302;137.30291744258224;101.90217391304348
1684191639900;20;-117.32464307883302;137.30291744258224;101.90217391304348
1684191639904;20;-117.32464307883302;137.30291744258224;101.90217391304348
1684191639907;20;-117.32464307883302;137.30291744258224;105.45556805399325
1684191639911;20;-117.32464307883302;137.30291744258224;105.45556805399325
1684191639914;20;-117.32464307883302;137.30291744258224;102.79605263157895
1684191639918;20;-117.32464307883302;137.30291744258224;102.79605263157895
1684191639922;20;-117.32464307883302;137.30291744258224;102.79605263157895
1684191639925;20;-117.32464307883302;137.30291744258224;104.98320268756999
1684191639929;20;-115.92489137181875;135.90316573556797;104.98320268756999
1684191639932;20;-115.92489137181875;135.90316573556797;104.16666666666667
1684191639936;20;-115.92489137181875;135.90316573556797;104.16666666666667
1684191639939;20;-115.92489137181875;135.90316573556797;104.16666666666667
1684191639943;20;-115.92489137181875;135.90316573556797;103.2488986784141
1684191639948;20;-115.92489137181875;135.90316573556797;103.2488986784141
1684191639953;20;-115.92489137181875;135.90316573556797;106.5340909090909
1684191639957;20;-115.92489137181875;135.90316573556797;106.5340909090909
1684191639961;20;-115.92489137181875;135.90316573556797;106.89851767388825
1684191639964;20;-115.92489137181875;135.90316573556797;106.89851767388825
1684191639969;20;-115.92489137181875;135.90316573556797;107.2654462242563
1684191639972;20;-115.92489137181875;135.90316573556797;107.2654462242563
1684191639976;20;-115.92489137181875;135.90316573556797;106.5340909090909
1684191639980;20;-114.52513966480447;134.5034140285537;106.5340909090909
1684191639983;20;-114.52513966480447;134.5034140285537;106.5340909090909
1684191639987;20;-114.52513966480447;134.5034140285537;108.50694444444444
1684191639990;20;-114.52513966480447;134.5034140285537;108.50694444444444
1684191639994;20;-114.52513966480447;134.5034140285537;106.05203619909503
1684191639997;20;-114.52513966480447;134.5034140285537;106.05203619909503
1684191640001;20;-114.52513966480447;134.5034140285537;106.05203619909503
1684191640005;20;-114.52513966480447;134.5034140285537;102.01305767138194
1684191640008;20;-114.52513966480447;134.5034140285537;102.01305767138194
1684191640012;20;-114.52513966480447;134.5034140285537;102.3471615720524
1684191640016;20;-114.52513966480447;134.5034140285537;102.3471615720524
1684191640019;20;-114.52513966480447;134.5034140285537;102.3471615720524
1684191640023;20;-114.52513966480447;134.5034140285537;106.77676537585421
1684191640027;20;-114.52513966480447;134.5034140285537;106.77676537585421
1684191640030;20;-113.1253879577902;133.10366232153942;108.88501742160278
1684191640034;20;-113.1253879577902;133.10366232153942;108.88501742160278
1684191640037;20;-113.1253879577902;133.10366232153942;108.88501742160278
1684191640041;20;-113.1253879577902;133.10366232153942;104.16666666666667
