timestamp_desired_position_mm;desired_position_mm;error_mm;position_mm;speed_rpm
1684270555473;20;0;0;23.970851444643312
1684270555477;20;0;0;23.970851444643312
1684270555482;20;0;0;23.970851444643312
1684270555488;20;0;0;23.970851444643312
1684270555493;20;0;0;23.970851444643312
1684270555499;20;0;0;23.970851444643312
1684270555505;20;0;0;23.970851444643312
1684270555510;20;0;0;23.970851444643312
1684270555514;20;0;0;23.970851444643312
1684270555518;20;0;0;23.970851444643312
1684270555522;20;0;0;23.970851444643312
1684270555526;20;0;0;23.970851444643312
1684270555530;20;0;0;23.970851444643312
1684270555534;20;0;0;23.970851444643312
1684270555539;20;0;0;23.970851444643312
1684270555543;20;0;0;23.970851444643312
1684270555547;20;0;0;23.970851444643312
1684270555551;20;0;0;23.970851444643312
1684270555555;20;0;0;23.970851444643312
1684270555559;20;0;0;23.970851444643312
1684270555563;20;0;0;23.970851444643312
1684270555566;20;0;0;23.970851444643312
1684270555570;20;0;0;23.970851444643312
1684270555575;20;0;0;23.970851444643312
1684270555579;20;0;0;23.970851444643312
1684270555583;20;0;0;23.970851444643312
1684270555587;20;0;0;23.970851444643312
1684270555591;20;0;0;23.970851444643312
1684270555595;20;0;0;23.970851444643312
1684270555599;20;0;0;23.970851444643312
1684270555604;20;0;0;23.970851444643312
1684270555608;20;0;0;23.970851444643312
1684270555612;20;0;0;23.970851444643312
1684270555615;20;0;0;23.970851444643312
1684270555619;20;0;0;23.970851444643312
1684270555623;20;0;0;23.970851444643312
1684270555627;20;0;0;23.970851444643312
1684270555631;20;0;0;23.970851444643312
1684270555634;20;0;0;23.970851444643312
1684270555639;20;0;0;23.970851444643312
1684270555643;20;0;0;23.970851444643312
1684270555647;20;0;0;23.970851444643312
1684270555651;20;0;0;23.970851444643312
1684270555656;20;0;0;23.970851444643312
1684270555660;20;0;0;23.970851444643312
1684270555663;20;0;0;23.970851444643312
1684270555667;20;0;0;23.970851444643312
1684270555671;20;0;0;23.970851444643312
1684270555675;20;0;0;23.970851444643312
1684270555678;20;0;0;23.970851444643312
1684270555682;20;0;0;23.970851444643312
1684270555687;20;0;0;23.970851444643312
1684270555691;20;0;0;23.970851444643312
1684270555695;20;0;0;23.970851444643312
1684270555704;20;0;0;23.970851444643312
1684270555712;20;0;0;23.970851444643312
1684270555718;20;0;0;23.970851444643312
1684270555722;20;0;0;23.970851444643312
1684270555726;20;0;0;23.970851444643312
1684270555730;20;0;0;23.970851444643312
1684270555736;20;0;0;23.970851444643312
1684270555743;20;0;0;23.970851444643312
1684270555747;20;0;0;23.970851444643312
1684270555751;20;0;0;23.970851444643312
1684270555755;20;0;0;23.970851444643312
1684270555759;20;0;0;23.970851444643312
1684270555763;20;0;0;23.970851444643312
